text,gpt_responses,scope3,vague,file_name
"This work includes initiatives like NO MORE’s DontStandBy bystander awareness campaign and Rise’s Survivor Safe Haven project .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Russia has been removed from the scope of this goal based on our 2022 exit total fish sourced by McDonald’s by weight and may include products such as from this market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"Through October, Pfizer executed 15 diversity partnership events at the enterprise level, strengthening diversity representation in our talent pipeline and resulting in more than 40 new hires by the end of calendar year 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Additionally, the VoluntEARS Grants program lets employees direct donations to eligible nonprofits of their choosing as a benefit for the time they spend volunteering.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"When publicizing the Helpline, we reinforce that Uber strictly prohibits retaliation for good faith reporting to the Integrity Helpline or to any resource .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Program (EAP), which is available to all employees, cast members, and their family and household members.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"The project demonstrates the importance of these mini markets in every neighborhood and the role of consumers and companies to contribute to their growth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv
"At Uber, we embed safety into everything that we do .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"Global: Uber signed a Memorandum of Understanding with the International Transport Workers’ Federation (ITF), a democratic, affiliate led federation of nearly 700 transport workers’ unions from 147 countries, representing 20 million workers .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"At the end of the Academy program experience, participants are placed in a full time, manager level role within NIKE Direct, North America.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"To enroll in e delivery, please log on to your account at www.computershare.com investor and click on View and update your profile and then click on Communication Preferences.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"Using drones to detect and measure methane emissions  AUSEA consists of a miniature sensor, weighing 1.4 kilograms and mounted on a drone, that quantifies emissions by measuring methane emissions in the plume and tracing them back to their source.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"We believe we can realize sustainable improvement in SVA through strong margins delivered in connection with the evolution of the agriculture and construction industries.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"At Pfizer, our purpose Breakthroughs that change patients’ lives is rooted in achieving social good.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Goal: We aim to implement global and local solutions across our business to advance the reduction, reuse or recycling of guest packaging, and help create demand for recycled materials by the end of 2025.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"These include areas such as funding for educational activities, the status of our U.S. pharmaceutical post marketing commitments, our pipeline of experimental medicines, the registration and reporting of results of clinical trials, corporate political contributions in the U. S., federal and state lobbying activities, and disclosures of medical grants.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Peru  Since 2021, TotalEnergies and CIMA (Centro de Conservation, Investigacion y Manejo de Areas Naturales), a Peru based NGO, have been working together in the Peruvian Amazon to fund projects for preserving the primary forest in Cordilleria Azul National Park, which spans 1.35 million hectares and is included on the IUCN Green List.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"The training was based on GoodWeave’s best practices on ending child and worker exploitation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"Our mentorship program, which was launched in June 2021, has had two full cohorts complete the nine month program while maintaining a 98% satisfaction rate among participants.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Additionally, in response to colleague feedback and to amplify equity and inclusion, we made the decision to make Juneteenth a U.S. company holiday in 2023.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"The NGC periodically receives updates on policy and regulatory trends at the local, state, and national levels concerning climate and emissions related developments and receives reports on Uber’s climate change commitments and reporting .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"We want to help make more balanced choices the fun choices.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"In my time working at NIKE, I’ve come to know customers as friends.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"After grinding up this product, materials are separated by type (rubber, foam and textile fluff) so that they can be incorporated into new items.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"In London, we have doubled the number of fully electric vehicles since the launch of Uber Green in March 2021, with 90% of all new drivers who join our platform doing so with a fully electric car.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv
"Charitable giving highlights are included throughout this report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv
"Products not intended for combustion, such as bitumen, lubri cants and plastics, are not taken into account Less the CO2 sequestered by Carbon Capture and Storage (CCS) and natural carbon sinks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"Fiber based cutlery is being used in EU member states, the U.K., Australia, New Zealand, Hong Kong and Canada.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"We have set an ambitious target to reduce our water use ratio by 20% by 2030 from a 2015 baseline for all operations across the system.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv
"How quickly our suppliers can decarbonize given that.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"Variance of systemwide spend with diverse owned suppliers may occur in 2023 or 2024.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"Global: In 2021, Uber committed to giving 10 million free or discounted rides to healthcare workers, seniors, and other people around the world so they could travel to get vaccinated .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"The Disney Wish set sail in fiscal 2022 and was designed to be among the most energy efficient cruise ships on the water.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"In fiscal 2022, the seventh Veterans Institute Summit, presented by Disney Institute and Wounded Warrior Project, convened 600 organizations and challenged organizations and individuals to determine what’s next in hiring, training, and support programs for veterans and military spouses.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"As another demonstration of this approach, the Pfizer Germany Patient Dialog has gathered more than 100 patient organizations and leaders across the industry to discuss patients’ most pressing needs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"For the past decade, the World Economic Forum (WEF) has listed water crises as one of the top five global risks that negatively impact economies and societies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Using feedback from bicycle couriers, GHSA developed a series of safe riding tips .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"By the end of 2022, as part of our Digital Food Safety (DFS) initiative, 88% of our restaurants had fully implemented the move from paper based to digital food safety checklists.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"In 2022, we have committed to a net zero target by 2040, in line with the Science Based Targets initiative (SBTi) criteria for a 1.5 C future.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NASDAQ_BKNG_2022_results.csv
"It is based on mea surable objectives to reduce our greenhouse gas emissions in the short (2025), medium (2030) and long (2050) term, covering our industrial operations (Scope 1 2) and the emissions gener ated by our customers’ use of our energy products (Scope 3).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_TTE_2022_results.csv
"We know that creating a circular future for NIKE and the industry is going to require innovation and collaboration.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Booking.com released a series of internal trainings available to all our employees and customer service representatives on human trafficking, child exploitation and discrimination.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"An electric variable transmission (EVT), similar to what is already available on MY23 8 Series Tractors with 410 horsepower, is being introduced for the rst time on these loader models.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DE_2022_results.csv
"PET bottle for a refillable bottle of Coca Cola Zero Sugar.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"We move into our second century knowing that the extraordinary talent, diversity, and creativity of our teams around the world is what brings our stories and experiences to life.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Agriculture is also one of the sectors most impacted by water stress and drought.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"Polyester, cotton and a blend of the two are responsible for most of the material used by NIKE Apparel and its carbon footprint.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_NKE_2022_results.csv
"I feel grateful that I have the opportunity to create meaningful impact in the lives of diverse business owners by giving them insights to build sustained business relationships with NIKE.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The impact could grow as factories in Indonesia increase their volume of electricity purchased in the program.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Adopting these cleaner chemistry alternatives is NIKE’s 2025 chemistry target.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Global Compact, a voluntary corporate initiative in support of UN goals, our Standards of Business Conduct incorporate key elements of the pact.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_XOM_2022_results.csv
"This new reverse logistics operations process enables us to offer these products at discounted prices at select NIKE Factory, Unite and Community Stores.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Preparation and questionnaires Written questionnaires evaluating the Board, each committee, and each individual director are prepared, finalized, and reviewed by the Nominating and Governance Committee .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Updated data will be published on Pfizer’s Environmental Sustainability page.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Helped recovery from natural disasters Across our mobility, delivery, and freight platforms, we have the ability to move people to safety or get them essential supplies and services in response to disasters and to help with recovery .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"Forward looking statements include all statements that are not historical facts and can be identified by terms such as anticipate, believe, contemplate, continue, could, estimate, expect, hope, intend, may, might, objective, ongoing, plan, potential, predict, project, should, target, will, or would or similar expressions and the negatives of those terms .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Historical estimates may periodically be subject to revision due to data source restatements and updates to methodology.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"This includes annual general training for all employees and a variety of in depth role based trainings for other employees, including our company wide Privacy Champions, who volunteer to serve as additional privacy resources .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Real IMPACTToward a Better TomorrowDriving meaningful and enduring change in the lives of everyone touched by the commodities at the heart of our products from smallholder farmers and their families to the communities we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv
"Should known or unknown risks or uncertainties materialize or should underlying assumptions prove inaccurate, actual results could vary materially from past results and those anticipated, estimated or projected.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"Oil and gas exploration and production operations of the Exploration Production and Integrated Gas, Renewables Power business segments.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_TTE_2022_results.csv
"Second, being a valued, essential partner through the creation of win win solutions for our customers, partners and broader stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"Focus on Local Socio Economic Development In 2021, TotalEnergies provided support for: Budding entrepreneurs.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Shanghai Disney Resort celebrated International Day of Persons with Disabilities (IDPD) with an inspirational surprise, its first wheelchair flash mob dance, where wheelchair dancers delighted guests with their moves.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"In 2022, Pfizer’s efforts with pay equity secured an A’ grade on the Arjuna Capital Proxy Impact Racial and Gender Pay Equity Scorecard.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Upstream emissions from air transport of airbag components is calculated using industry standard air freight emission factors per ton mile and production volume.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv
"This event provides resources and creates space for designers to learn tools and develop relationships that will help this community grow their brands and advance their careers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"These include Sustainability Accounting Standards Board (SASB), CDP (formerly the Carbon Disclosure Project), Task Force on Climate related Financial Disclosure (TCFD), United Nations Sustainable Development Goals (SDGs), and others.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"If we get equality right Ada Hegerberg today, the future for women, girls and, frankly, everyone else is much better.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Enabling adaptation to water related climate change impacts.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"Uber Mission Bay 1 2: LEED Gold BD C, WELL Gold, WELL Health Safety Rating.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"FY22 for Converse signified serving more than 7,000 youth 60% of whom identified as female or gender non conforming.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"In fiscal 2022, Marvel entered the second year of a three year collaboration with The Prince’s Trust, which offers training and mentorship for young people in the field of product design, and released the Women of Marvel: Stronger Together collection, featuring clothing, bags, and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"In 2021, it joined the Ocean 100 initiative led by the World Resources Institute (WRI) and World Economic Forum (WEF) in order to coordinate and take action to promote sustainable oceans with the major multinationals that generate revenues from the ocean economy.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Renewable Electricity in MWh) (Total Direct Fuel Use in MWh Total Electricity Consumption in MWh) X 100.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"In India, we’re teaming with bicycle grocery delivery service Zepto for the PET Return and.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"As part of that focus, in 2022 we shared the results of an adjusted pay ratio analysis, comparing the base pay of U.S. employees based on gender, race, and ethnicity, controlling for role, experience, and location.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"MSC is a cloud based tool for desktop and mobile devices that offers the combination of eld and barn data aimed at allowing producers access to comprehensive data to make the best holistic decisions for their operations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"We need to listen to the people who are coming up after us.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"A well rounded Occupational Safety and Health (OSH) team has been identified as a key enabler to continually drive health and safety initiatives that result in reductions in incidents, non compliances and overall negative impacts to the workforce.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"In late 2021, TotalEnergies was awarded Gold Standard5 status.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"In fiscal 2022, we supported the conference, both in person and virtually, as a top tier Emerald sponsor with more than 300 Disney representatives attending.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Through the ACEC, NIKE representatives sat down with Indonesia’s national utility at the B20 in Bali in November 2022 to share our priorities on corporate renewable electricity procurement in Indonesia.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"In the second year of our partnership, we enrolled 24,243 acres of forage, including 229 new farmers, and sequestered 14,788 metric tons of CO2e.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"This is the most diverse intern class to date at Converse.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"This is when palm oil is used as an ingredient within an ingredient, for example, an emulsifier.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"We have collaborated with peers across our industry, government, and civil society to tackle the issue of ocean bound plastics.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"We also help amplify the impact of employee donations, matching funds donated to certain nonprofits by employees in the U.S. up to 5,000 ( 10,000 for a Vice President or above, or a Board member).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"The 48 billion of value we created in 2021 generates revenues for the governments of the 130 countries we operate in (taxes), our economic partners, including our suppliers (investments), our 101,000 employees (wages and payroll taxes), and our shareholders, who number more than 1,300,000 (dividends).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"We simplify the movement of goods to help communities thrive .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"Being seen, heard and included is much more than a numbers game.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Each leader now has a specific DEI strategic plan that includes factors like how to build an inclusive working environment and hire and retain women and URP .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"In 2013, Disney launched the Veterans Institute, a series of no cost events designed to help companies enhance their recruiting, training, and development of veteran talent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Booking Holdings Inc. (NASDAQ: BKNG) is the world’s leading provider of online travel and related services across more than 220 countries and territories through six primary consumer facing brands: Booking.com, Rentalcars.com, Priceline, Agoda, KAYAK and OpenTable.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"Our mission is to foster disability inclusion that drives innovation in collaboration with the disability community.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Sponsored a booth and networking event at the 10th annual Lesbians Who Tech Allies global virtual pride summit, allowing us to reach over 10,000 technology professionals.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Our mission and values drive us as an organization, including who we attract and retain.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"Includes all suppliers of priority regions, with the exception of chicken sourced in North America, living source and that can be continually replenished.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"Ongoing and responsive engagement with key stakeholders continues to inform our CSR strategy, goals, and initiatives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv
"In 2023, John Deere received World’s Most Ethical Companies recognition for the 16th time making us one of only a handful of companies that have received this ongoing level of recognition.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Launch in 2021 of several stationary electricity storage projects to support renewables Electricity storage solutions are necessary to offset the inter mittence of solar and wind projects, make the most of daily volatility in the electricity markets and ensure grid stability.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Uber’s Chief Information Security Officer (CISO) and Chief Privacy Officer chair the Privacy and Cybersecurity Council, which provides cross functional oversight of the company’s privacy and cybersecurity operations .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Reputation impacts: Losing business to competing forms of transportation reputational risks based on stakeholder perceptions, and performance relative to competitors .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"In FY22, approximately 54% of retail electricity consumption, and approximately 24% of office electricity consumption, were estimated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Generally speaking, any statement in this report not based upon historical fact is a forward looking statement.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Updates include, among others, new sections on content, communities, and privacy additional information on grievance mechanisms and remedies and expanded content on online safety to include children’s privacy, safety and development, parental controls, and responsible marketing guidelines.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv
"In 2022, the project directly assisted approximately 200 orange farms.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv
"The Audit Committee oversees cybersecurity and data security risks, and the Chief Information Officer updates the Board of Directors or Audit Committee, at least annually, on the Company’s cybersecurity and data security risks and mitigation strategies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"FY22 also marked our return to the workplace with a new hybrid model for our corporate employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"We continue to adapt to uncertainty as global climate patterns shift, geopolitical issues emerge and other natural phenomena arise leading to shifts in project scope and impact.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Pfizer’s leaders establish and reinforce the company’s culture, which the Board and its Committees oversee.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_PFE_2022_results.csv
"Our directors, officers and employees are required to review these policies annually and apply them in their work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"The special event was planned in collaboration with Pi ces Jaunes, part of the French Fondation des H pitaux, whose mission is to improve the conditions of hospitalized children and adolescents.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"In 2020, after achieving our third generation GHG emission reduction goal, Pfizer set a new goal to reduce Scope 1 2 GHG emissions 46% by 2030 from a 2019 baseline and, by 2025, advancing goals to reduce emissions in three Scope 3 categories.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_PFE_2022_results.csv
"Included in our Community Impact Philanthropy strategy is McDonald’s continued support for RMHC.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"There are three Board committees Audit, Compensation and Corporate Governance composed entirely of independent directors.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NASDAQ_BKNG_2022_results.csv
"Those audits are vital to ensuring a robust HSE policy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"The Regulatory and Compliance Committee oversees the compliance program, ethics and integrity, product quality and safety, the compliance governance framework, and risk management, in addition to overseeing healthcare related regulatory and compliance risks in connection with the development, manufacture and marketing of products, and risk mitigation efforts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"Italy, Jordan, Mexico, the Netherlands, Switzerland, the U.K. and the U.S.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Petroleum products including bulk sales from refining and biomass and natural gas, excluding minority interests in listed companies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"While initially included in these 20 markets,39 Russia was removed in 2022 following our exit from this market.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"We are supporting these strategic areas through the continuous improvement of our standards and policies, with annual reviews based on current science and industry best practices.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"In locations inhabited or historically used by Indigenous peoples, we work with communities to respect their cultures and customs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"We plan to scale to the supplier groups in the Supplier Sustainability Council (SSC) in FY23 and to the remaining in scope supplier groups by 2025.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_NKE_2022_results.csv
"Additionally, food additives platform introduced a series of limited edition such as non sugar sweeteners help make food offerings inspired by consumer passion points systems more sustainable by both reducing sugar of music, gaming and sports starting with the and lowering our carbon emissions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv
"We look for innovative solutions through investments and partnerships, and we help bridge the knowledge gap through data, research and training.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NASDAQ_BKNG_2022_results.csv
"Scope: Includes all wild caught fish sourced for Filet O Fish portions served the complexity of soy supply chains, we consider that, unless demonstrated, a chain of custody forest management standard.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"The team worked together to positively impact the planet and teach children at the event about the ocean and the importance of protecting the magic of nature.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Throughout a long awaited D23 Expo near Disneyland Resort a three day event for Disney fans showcasing what is happening at Disney and what fans can expect in the coming years guests visited the Inspire a Better World pavilion to explore Disney’s social responsibility projects and participate as honorary Disney VoluntEARS.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"These standards come to life through our International Labor Standards (ILS) program, which licensees and vendors producing Disney branded products are contractually obligated to comply with.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Recruitment and retention: Improve ability to more effectively recruit and retain high quality talent looking for a climate conscious company .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"We considered and cataloged a range of water supply, demand and disposal scenarios to understand the potential implications and opportunities for our Permian operations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_XOM_2022_results.csv
"We hosted our first Global Well Being Week in 2022, spotlighting the wide ranging physical, mental, and financial benefits we offer, while also providing employees with easy ways to take advantage of the benefits.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"In Libya, we supplied oxygen production units running on solar power to five municipalities across the country (Wadi Otba, Ghat, Jallo, Ras Lanouf, Al Ajilat).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"ESPN continued to support the Special Olympics USA Games.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"We need go getters who are looking to improve the way things work for everyone on our platform around the world .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"It oversees a network of more than 100 Ethics Officers and maintains a resource, available to all, for report ing information or addressing situations or behavior that vio late the Code of Conduct (at ethics totalenergies.com).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Our review was conducted in accordance with attestation standards established by the American Institute of Certified Public Accountants (AICPA) in AT C section 105, Concepts Common to All Attestation Engagements, and AT C section 210, Review Engagements.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"These actions support our 2030 greenhouse gas emission reduction plans and our net zero by 2050 ambition concerning Scope 1 and 2 emissions at operated assets.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
