text,gpt_responses,scope3,vague
"In addition, each of our brands has its own management team that includes a Chief Executive Officer, Chief Financial Officer and General Counsel, and we leverage knowledge and experience across our brands through ongoing collaboration, regular calls, quarterly business reviews and updates to the Board.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our employees are trained on the Code of Conduct and are expected to adhere to all of our global policies, such as those dealing with insider trading, anti bribery and corruption.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Code of Conduct also describes mechanisms for reporting potential violations, such as our reporting helpline, which allows for anonymous reporting.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition to global trainings and policies, there are brand specific policies based on operational model and location.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our annual Proxy Statement and 10 K include additional information on our corporate governance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Other information about relevant policies and practices can be found on our Investor Relations page.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2021, we unified our sustainability approach and launched a Sustainability Steering Committee.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Steering Committee is responsible for signing off on Booking Holdings’ overall sustainability strategy, goals and deliverables as well as the budget.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"It consists of representatives from the leadership team (Legal, Strategy, Investor Relations, Public Affairs and Sustainability contacts from each of our brands), which meet monthly.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Several members of this committee report directly to the CEO of Booking Holdings.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Board of Directors oversees our overall sustainability strategy.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Specific environmental, social and governance (ESG) topics, including Climate, Governance, Human and Social Capital, are each covered by a specific Board committee.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our Corporate Governance Committee maintains primary responsibility for our Climate and Social Capital topics our Audit Committee maintains primary responsibility for review of non financial metrics and our Compensation Committee has primary oversight over Human Capital topics.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Corporate Governance Committee helps in guiding major plans of action, reviewing implementation and performance of objectives, and overseeing progress against goals and targets such as our Climate Action Plan.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our Board and the Committees review sustainability topics regularly.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our vision is to have a best in class Compliance and Ethics program, characterized by a culture of inclusion and integrity that contributes, measurably, to the sustainable growth of our business and lives up to the company’s ubiquitous compliance and ethics motto and tagline The Right Results, the Right Way.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across Booking Holdings, we expect high standards of ethical behavior, and we challenge ourselves to do better every day.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We set clear expectations through our policies, training and resources, which are designed to promote ethical conduct and accountability.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Booking Holdings and brand compliance and ethics teams manage evolving standards and ensure compliance.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The Compliance and Ethics function provides our colleagues, partners and vendors robust policies, systems and controls to prevent, detect and respond to violations of law and our company policies, and to promote a high integrity culture and commitment to ethical business conduct.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Compliance and Ethics team is part of the Legal Department and supports employees in living up to our values by raising awareness, providing tools and resources, and answering employee questions and concerns.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Separately, through our Regulatory Change Management program, we maintain awareness of new regulations or changes to existing regulatory regimes that impact our business.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, we successfully laid the foundation for the development of a global third party risk management framework.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"An effective global third party risk management program is key to preventing and mitigating negative outcomes, such as financial loss, reputational damage and legal action, and it helps ensure consistency in how third parties are assessed, managed and monitored across the enterprise.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We regularly assess our culture of ethics and the design, implementation and effectiveness of our Compliance and Ethics program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"To maintain awareness and engagement, we conduct mandatory compliance training courses for new hires and existing employees on topics such as our Code of Conduct, privacy and data security, harassment and discrimination, and insider trading.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We conduct similar training for our managers, along with courses on topics such as accountability and ethical leadership.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022 we reached a learning completion rate of 97.7%.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, in a recent Ethics Perception survey, 85% of our employees stated that they have a positive perception of the company ethics culture a 4% improvement over 2019 survey results.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We focus on driving internal awareness of compliance and ethics processes in other ways as well.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We run an Ethics Ambassador program with 427 Ethics Ambassadors around the globe.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Ethics Ambassadors provide guidance, direction and support to our colleagues on compliance and ethics matters.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This network allows us to embed compliance and ethics deeper into the organization.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we enhanced our mandatory Compliance and Ethics training for employees, with a new focus on compliance awareness initiatives, such as Ethics Moments manager led discussions about key compliance and ethics topics, designed to foster tone at the middle.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We also dedicated significant efforts to enhancing our financial crime risk management and human rights risk management programs, and successfully released several key statements and policies in these areas.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also integrated our new Centers of Excellence in Romania and India into our Compliance and Ethics program expanding our global Compliance footprint and enhancing the company’s ability to respond to employee requests and reports.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In October 2022, Booking Holdings held its first annual Global Ethics Week with all brands an augmentation of prior years’ Global Ethics Day.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The event featured interviews, guest speakers, discussion panels and engaging conversations surrounding our ethical culture.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Topics included sustainable travel, championing diversity and inclusion in the travel industry, and human rights.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Other compliance initiatives include targeted awareness campaigns designed to give employees information and resources to address common compliance challenges.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"For example, several of our brands distribute a monthly communication on key risk areas.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These compliance at a glance communications are designed to provide quick tips for staying in compliance with the law and our company's policies.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In May 2022, we published our first ever Human Rights Statement, which outlines our steadfast commitment and approach to respecting and promoting human rights.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As a leading provider of online travel and related services, we recognize that the travel and tourism industry in general and our work across the industry through our brands may impact human rights.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have grounded our Human Rights Statement in the guidance provided by the United Nations Guiding Principles on Business and Human Rights (UNGPs).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We prioritize our salient human rights risks and opportunities across our operations and value chain, and seek to develop mitigation and remediation strategies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We also published our Modern Slavery Statement, applicable across all brands, which sets out the actions we are taking to prevent modern slavery.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we continued to build capacity in our Human Rights program, which is responsible for implementing initiatives to fulfill our human rights commitments.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Together with our Trust and Safety department, the Human Rights program worked with external experts, rightsholders, regulators and international organizations, as well as senior leadership, to help us better understand our potential human rights impacts and how to mitigate or remedy potentially adverse impacts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We worked with ECPAT USA and other external experts on developing training and providing information to partners on the risks of human trafficking in the accommodations industry.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Booking.com released a series of internal trainings available to all our employees and customer service representatives on human trafficking, child exploitation and discrimination.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This enables our employees to recognize patterns, provide better support to our partners and guests, and report any suspicious behaviors to the Trust and Safety team.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"While we’re proud of our progress, we know we have much more work to do to continue to meet our commitments to respect and protect human rights.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Managing cybersecurity, data protection and privacy risk is key among our responsibilities to customers and other persons whose data we collect and process.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Booking Holdings is guided not only legally by our obligations under data protection laws globally, but also ethically by our six Privacy Principles, which are included in our Code of Conduct and set enterprise wide expectations for the responsible collection and processing of personal data.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These Privacy Principles are: Transparency, Purpose, Control, Security, Embedded Privacy and Accountability.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We reinforce these principles and expectations in employee responsibilities through our Protecting Personal Data Policy and through mandatory privacy and data security training for all employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, Booking Holdings furthers its commitment to protecting personal data through privacy programs that endeavor to meet the standards set and monitored by our Global Privacy team.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Booking Holdings uses a multichannel and multiformat approach to security and privacy training to maintain privacy and data protection focus and compliance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This training provides recurring data protection updates and subject matter expertise on personal data protection.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also maintain a Security Ambassadors program, where employees act as an extension of the Security and Fraud Department to foster a security focused culture for a safe, secure, compliant and trustworthy business environment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Audit Committee of the Board of Directors maintains primary oversight of privacy and data security risks.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Members of management with enterprise wide responsibility for cybersecurity, privacy, data protection and associated technology risks provide a quarterly update to the Audit Committee and a semiannual update to the Board.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The Chief Privacy Officer reports to the Chief Legal Officer and sets the enterprise wide privacy program strategy, while the central privacy team provides oversight and creates a consistent approach to privacy and data protection.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Global Privacy Advisory Council, consisting of Booking Holdings’ Chief Privacy Officer and brand level privacy leaders, monitors internal and external risks and aligns strategies to mitigate and remediate risks.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Brand privacy leaders, in collaboration with brand information security leaders, manage brand level programs, address risks and escalate to Booking Holdings central privacy team as needed.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, in 2022, the headcount for group and brand privacy teams was increased to strengthen capabilities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In 2022, we updated our regulatory change management approach to keep pace with the rapidly changing privacy and security landscape.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our central privacy support team acts as the central point of contact to help evaluate our evolving obligations, and collaborates with brand privacy teams to follow through on these developments.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Additionally, we continued to leverage the National Institute of Standards and Technology (NIST) frameworks for cybersecurity and privacy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These NIST frameworks help us to align the security and privacy functions and provide the brands with a holistic risk management approach.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Furthermore, in 2022, brands measured and advanced their security and privacy program maturity against these frameworks, with third parties helping to assess each brand’s current state against these frameworks.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Brands then develop and execute implementation plans to advance their program maturity, aligning with our company’s enterprise risk management practice.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our enterprise wide Information Security program is also independently assessed by a third party as part of our enterprise risk management, and our Audit Committee reviews the assessment findings.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Booking Holdings is committed to ensuring that the business is resilient to future impacts of climate change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To achieve progress toward the Paris Agreement’s goal of limiting global warming to no more than 1.5 C above preindustrial levels, we need to take strong action to mitigate damage from climate change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, we established a new enterprise wide climate risks and opportunities management system following the recommendations of the Task Force on Climate Related Financial Disclosures (TCFD) framework.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Booking Holdings adopted a Climate Action Plan in 2022 (see pages 26 29 for more details) and set targets that are in the process of being validated by the SBTi.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We have developed a climate related risks and opportunities management system aligned with the Enterprise Risk Management Framework.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This system is part of the oversight on sustainability and climate issues from the Board, the Board’s Corporate Governance Committee and the Sustainability Steering Committee, and is a distinct corporate function that provides sustainability management and oversight across our brands (see page 45 for more details).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our climate related risks and opportunity management system is aligned with the Enterprise Risk Management Framework.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The governance and oversight model sets out a clear structure, roles and responsibilities to ensure climate risks and opportunities are effectively managed across the organization.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Governance and oversight are underpinned by a Three Lines Model of risk management, involving a number of platforms and stakeholders across the organization, including the Corporate Governance Committee, Risk Committee, Sustainability Steering Committee, Sustainability team, Risk and Control, Global Internal Audit, and climate risk and opportunity owners.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Booking Holdings employs top down and bottom up processes to identify climate risks and opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These include emerging risk horizon scanning, annual enterprise risk assessment, different types of operational risk assessments and audits, as well as frequent operational interactions between the Business and the Sustainability teams and Risk and Control, and Global Internal Audit.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, in 2022, we established a process for a deep dive climate risk and opportunity assessment (CROA).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The purpose of this assessment is to (re)baseline our universe of climate risks and opportunities as well as (re) validate the highest priority climate topics and action plans.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The assessment is carried out every three years and reviewed for any material changes annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Identified climate risks and opportunities are assessed and ranked, based on the expected impact and likelihood.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Risks and opportunities are assessed following a defined assessment and ranking methodology, through consultations with various stakeholders and departments as well as desk research, considering their potential financial, reputational, operational and regulatory consequences.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The outputs of the deep dive assessment include (1) a climate risk and opportunity heatmap, and (2) an action plan for managing the top climate risks and opportunities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Both are approved by the Sustainability Steering Committee.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Significant climate risks and opportunities are managed proactively using defined response plans, which encompass organizational ownership, chosen response (mitigate, accept, avoid, transfer) and timelines, as well as an assessment of the risk and opportunity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Corporate Governance Committee oversees progress on the sustainability strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Sustainability Steering Committee carries out oversight of the climate assessment process by reviewing and approving the updated heatmap and action plans at least annually.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"At an operational level, owners of the respective climate risks and opportunities perform ongoing monitoring and escalations in line with an established risk reporting and escalation matrix.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Operational processes are established to ensure periodic reporting on climate risks and opportunities across the main governance and oversight platforms.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Annually, Booking Holdings reports on the climate risks and opportunities identified and the mitigating measures undertaken, as described in the next section.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"This provides an opportunity to inform our stakeholders of our latest assessment and plan.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Booking Holdings has set 1.5 C aligned science based targets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In order to assess a wider scope of risks, both transitional and physical, we assessed the climate risks and opportunities under three scenarios: 1.5 C transition risk (IEA Net Zero) 2.6 C transitional and physical risk (IEA STEPS) and 4 C physical risk (IPCC RCP 8.5).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The table below provides examples of the climate risks and opportunities identified over the short, medium and long term as well as our approach and mitigating actions that support our overall climate commitments and targets.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For specific data on our climate metrics and targets, see our Performance Data Table.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The 1.5 C scenario is provided by the International Energy Association Net Zero Emissions by 2050 normative Scenario.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The 2.6 C scenario is referred to as the IEA Stated Policy Scenario (STEPS) and reflects current policy settings based on a sector by sector and country by country assessment of the specific policies that are in place, as well as those that have been announced by governments around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The RCP 8.5 refers to The Representative Concentration Pathways and is one of the IPCC trajectories, and used by the fifth and sixth IPCC Assessment Report to make predictions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This is the most extreme climate scenario where emissions are expected to rise and in 2100 a temperature increase is projected of4 C.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The risks from existing and emerging regulation aimed at addressing climate change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The risks from shifting supply and demand as economies react to climate change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Increasing supply prices and decline of sales of travel services.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Booking Holdings monitors upcoming regulations and prepares for compliance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We keep improving our reporting practices and increase the availability and reliability of data.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We also engage with policymakers on travel and tourism related regulations to find more sustainable solutions for the industry and to contribute positively to the global climate agenda.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Booking Holdings invests in lower emissions solutions as part of its operations and is working on an emission reduction roadmap to meet its targets.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Booking Holdings is investing in new products and offerings in response to the increasing demand from customers for more sustainable travel options.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We are engaging with suppliers and educating both accommodation providers and customers on what sustainable travel means.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The risks of damage to brand value and loss of customer base from shifting public sentiment about climate change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Increased stakeholder expectations and requirements.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Booking Holdings engages with its stakeholders regularly to assess their expectations in terms of business resilience and climate policies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings set up a Climate Action Plan with SBTi targets and a long term net zero goal in 2022.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We communicate our efforts and plan with all stakeholders, and engage with industry leaders to enable a common shift in practices, as well as respond to consumer preferences.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Damages to Booking Holdings physical assets: data centers, offices, etc.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Significant interruptions to business operations and performance.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Disruptions to regional or global travel, impacting the physical assets of our partners.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings is working on engaging with the supply chain and procurement practices considering sustainability and climate related aspects.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We are assessing trends in risk areas and the impact on the tourism and travel sector to evaluate the level of resilience.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The risk of longer term changes in weather patterns.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disruptions to regional or global travel and changes in destinations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Booking Holdings is assessing risk areas that would be affected by longer term changes in weather patterns and impact the tourism and travel sector to evaluate the level of resilience.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings is regularly assessing its operations and working toward its net zero target and its emission reduction plan, which reinforce Booking Holdings' operational structure’s resilience.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings conducts surveys annually to capture trends concerning customers, preferences and supply.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are investing in the expansion of our offerings across our brands to enable customers to make more sustainable travel choices.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings regularly assesses its value chain to identify the risks to its infrastructure and adopts mitigating actions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"This 2022 Sustainability Report covers Booking Holdings’ active operations from January 1 through December 31, 2022, unless otherwise indicated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This includes the following brands: Booking.com, Priceline, Agoda, Rentalcars.com, KAYAK and OpenTable, which is consistent with our financial reporting.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Information about Booking Holdings’ financial performance can be found in our 2022 Annual Report.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our sustainability report is guided by Sustainability Accounting Standards Board (SASB), referencing Global Reporting Initiative (GRI) standards, and submitting our carbon disclosure to the CDP (formerly the Carbon Disclosure Project).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we implemented elements of the Task Force on Climate Related Financial Disclosure (TCFD) requirements.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Booking Holdings values our stakeholders’ perspectives, and we engage regularly with them to understand our most material ESG topics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We conducted our most recent sustainability materiality assessment in 2020.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Double materiality will be mandated by the Corporate Sustainability Reporting Directive (CSRD) in 2025, and Booking Holdings plans to conduct a double materiality assessment in 2023.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We track relevant indicators related to our sustainability materiality topics, and we are committed to providing our stakeholders with transparent disclosures.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Please find the compiled data regarding our progress in our Performance Data Table.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Data Quality This year in order to improve data quality, we enhanced our data consolidation and reporting processes, by implementing new control measures on employee and environmental data.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We documented all steps taken in the process of data consolidation in an internal process and control narrative.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We focus on continuously improving our data quality to be able to obtain external assurance in the future.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Throughout the report, financial figures in euros ( ) were converted into dollars at an exchange rate of 1 to 1.07.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Energy use and carbon emissions of Booking Holdings are reported in line with the Greenhouse Gas Protocol.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Carbon emissions of Booking Holdings are calculated according to the Greenhouse Gas Emissions (GHG) reporting manual.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We used the hybrid method to calculate our Scope 3 emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"GHG emissions are expressed in metric tons of carbon dioxide equivalent (tCO2e).
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Reporting on greenhouse gas emissions is inherently subject to limitations on the accuracy of information.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Booking Holdings applies conversion factors from external sources to estimate the greenhouse gas emissions, because actual emission monitoring is not a commonly used practice.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Scope 1 emissions are the direct GHG emissions from operations that are owned or controlled by Booking Holdings: facilities, installations and company owned vehicles.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Direct emission sources include diesel, gasoline, natural gas, fuel oil and renewable fuels (biodiesel and bioethanol).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we improved the data availability of natural gas consumption of our offices, which is the most significant emission source for our Scope 1 emissions.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The calculation method combines actual available natural gas data with an estimation for locations where natural gas usage is unavailable, based on the collected data for known natural gas using locations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Scope 2 emissions are the indirect GHG emissions from the generation of purchased electricity, steam, heat or cooling consumed.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"To calculate the total Scope 2 emissions of our facilities, we estimate the electricity consumption for facilities for which no consumption data is available.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our reduction thus far has been primarily due to our transition to 100% renewable electricity across our offices through the purchase of unbundled energy attribute certificates (EACs) for our offices in countries where these are available.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We were unable to source renewables locally in some markets due to lack of availability and low volumes.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Scope 3 emissions are all other indirect GHG emissions generated within our supply chain, including both upstream and downstream emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Per SBTi guidelines for a 1.5 C future, we include four of the GHG Protocol Scope 3 categories that have a total share of over 66.67%.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Hence, we report on most of our subcategories in 3.1 Purchased Goods and Services, and all emissions stemming from 3.2 Capital Goods, 3.6 Business Travel and 3.7 Employee Commuting.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"We calculated the emissions of our largest supplier with the supplier specific method, meaning we collected allocated Scope 1 and 2 emissions directly from the supplier.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For all other purchased goods and services, we used the spend based method, which estimates emissions for goods and services by collecting data on the economic value of goods and services purchased and multiplying it by relevant industry average emission factors (average emissions per monetary value of goods).
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Employee data Total number of employees as of December 31, 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Women in Leadership All women in roles from senior director level and above for Booking.com and from vice president level and above for all other brands.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Emission reporting methodologies evolve over time and are dependent on external developments.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"This influences the way Booking Holdings measures, calculates and reports on its greenhouse gas emissions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In order to keep our environmental impact comparable over time, we revise data of prior years when we update our emission calculation methodology.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"All restatements on our data compared to 2021 were due to either data availability improvements, enhanced methods of calculation and or standardized and aligned definitions and processes throughout Booking Holdings.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2022, we took major steps to improve our environmental data.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For each of the three scopes we have revised our calculation methods and updated our emissions data to reflect the more accurate figures.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Due to the changes in our calculation methods, we also updated emissions data from prior years, which can be found in the 2022 Performance Data Table.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"BOOKING HOLDINGS 2022 SUSTAINABILITY REPORT The report reflects the most accurate information available at the time of publishing.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In this report, Booking Holdings (which includes subsidiaries) is at times referred to in the first person as we, our or the company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This report contains forward looking statements, which reflect the views of our management regarding current expectations based on currently available information about future events.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Any such statements are not guarantees of future performance and are subject to risks and uncertainties.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
