text,llm_responses,scope3,vague
"The European Union's objectives of installing more than 40 GW of electrolyzers powered by renewable electricity to produce 10 Mt of renewable hydrogen a year by 2030 will help accel erate decarbonized hydrogen projects, particularly for indus tries where decarbonization and or electrification are difficult.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Development of two biorefineries in France  TotalEnergies has converted its La M de refinery in France into a world class biorefinery to meet its ambition of being a biofuel market leader.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"The facility produces hydrotreated vegetable oil (HVO a precursor for renewable diesel and sustainable aviation fuel), bionaphtha (a precursor for renewable polymers) and bioLPG (renewable liquefied gas) for use in mobility or heating.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The agricultural feedstock used to make these products complies with sustainability and traceability requirements concerning carbon footprint, non deforestation and land use.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The Company has made a commitment to stop sourcing palm oil in 2023 and aims to increase the share of used cooking oil and animal fat in feedstock to 50% by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies’ future Grandpuits zero crude complex will also produce biofuel (see p. 22).
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"This represents a reduction in CO2 emissions of 3 Mt per year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Further out, the Company’s ambition is to pioneer mass production of clean and low carbon hydrogen to serve demand for hydrogen fuel as soon as the market takes off.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Growing presence in biogas In early 2021, TotalEnergies became a major player in biogas in France by acquiring will be used as an alternative fuel for joined forces to produce biomethane from mobility, thereby helping to decarbonize road transportation.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Fonroche Biogaz, with 500 GWh of installed manure from dairy farms to produce more with the goal of producing up to 1.5 TWh of capacity.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In late 2021, TotalEnergies and Clean Energy broke ground for their first biomethane than 40 GWh per year of biomethane as a result, 45 kt of CO2e emissions will be avoided each year.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In early 2022, TotalEnergies and Veolia biomethane a year by 2025.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"E fuels The production of e fuels from renewable hydrogen and cap tured CO2 is a promising avenue for decarbonizing transpor tation.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"The pace at which these e fuels scale up will depend on the development of green hydrogen.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Besides being low carbon themselves, they offer the considerable advantage of recycling CO2.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"E fuels are one of the solutions for getting to net zero via carbon capture and utilization technologies.
","{'scope3': '', 'vague': ''}",,
"TotalEnergies is staking out a position in this market, nota bly to help decarbonize the aviation industry with sustainable liquid fuels.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Green hydrogen projects  TotalEnergies, working with Engie, is developing the MassHylia green hydrogen project at the La M de biorefinery.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"It will be supplied by solar and wind farms with capacity of almost 300 MW.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The 125 MW electrolyzer will produce over 10,000 tons of green hydrogen a year, meeting the needs of the biorefinery and reducing its emissions by 140,000 tCO2 year.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"At the Zeeland refinery, the Company plans to capture carbon from the steam methane reforming unit (SMR1) that produces hydrogen from natural gas.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"It is also developing a 150 MW electrolyzer intended to be linked to an offshore wind field.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In all the Company has six projects in progress in Europe.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Bioplastics and recycled plastics The circular economy for plastics is based on: Mechanical recycling, which is the most mature technology in the market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Mechanical recycling processes materials from selective sorting and collection centers and is suited to the needs of industries such as automobile manufacturing and construction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company's Synova affiliate, with a produc tion capacity of 45 kt at end 2021, is involved in this part of the value chain.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Advanced recycling, which can process waste that cannot be recycled mechanically and serve other markets, such as food grade plastics.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Company currently produces polymers from advanced recycling at the Antwerp complex using TACoil produced by partner Plastic Energy, with which it has joined forces to build a production unit at Grandpuits.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"TotalEnergies is also partnering with Honeywell to promote advanced recy cling of plastics in Europe and the United States.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company provides customers with biopoly mers made from biofeedstocks based on vegetable oils or used cooking oils processed at the La M de biorefinery (and soon Grandpuits), as well as polylactic acid (PLA), a fully recy clable and compostable bioplastic based on starch or sugar produced by its joint venture with Corbion at the PLA plant in Rayong, Thailand, and future unit at Grandpuits in France.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2021, the Company produced 60,000 tons of recycled and bioplastic.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"It aims to produce 30% recycled and biopolymers by 2030, or one million tons.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In the United Arab Emirates, TotalEnergies has joined the Masdar and Siemens Energy initiative to build a pilot unit for the production of green hydrogen to be used to convert CO2 into sustainable aviation fuel.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'ambiguous', 'vague': 'ambiguous'}",ambiguous,ambiguous
"In September 2020, TotalEnergies announced the project to transform its Grandpuits refinery southeast of Paris into a zero crude complex.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Thanks to a more than 500 million investment, by 2024 the complex will be organized around four new industrial activities producing new molecules for transportation and plastics from biomass and recycled materials.
","{'scope3': 'generic', 'vague': 'yes'}",generic,yes
"This project illustrates our strategy and encompasses the four dimensions of TotalEnergies’ sustainable development strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Climate and sustainable energy, with: A unit to produce sustainable aviation fuels that emit less than half the CO2 of their fossil equivalents and incorporate over 90% waste materials.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Europe's first unit to produce polylactic acid (PLA), a biode gradable and recyclable plastic made from grain that offers the same performance as fossil based plastics for numerous industrial applications with a third of the CO2 emissions.
","{'scope3': 'yes', 'vague': 'specific (relates to CO2 emissions in production of PLA but not explicitly to Scope 3)'}",yes,specific (relates to CO2 emissions in production of PLA but not explicitly to Scope 3)
"A recycling unit for the pyrolysis of mixed, soiled plastics, for TotalEnergies’ European crackers to turn into virgin plastic for medical use and food contact.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Two 25 MW photovoltaic power plants, equivalent to the elec tric power needs of 30,000 people.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"People’s well being with: A responsible industrial redeployment, without any layoffs, thanks to early retirement and internal mobility to other sites, ensuring that all employees are offered a solution adapted to their situation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Of the 400 positions at Grandpuits and the associated Gargenville depot, 250 will be maintained.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The worksites related to the different industrial investments will create up to 1,000 jobs over three years to build the new units.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Care for the environment: The future units are located on industrial zoned land already used by the refinery.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A biodiversity inventory conducted before work started that revealed the presence of protected species the new units are being built at a distance from these species’ habitats.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Creating value for society: In depth concertation and public debate that brought togeth er numerous local residents, local officials and non profits.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This process allowed TotalEnergies to establish a meaningful dialogue on the project with its stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A commitment to support partner companies concerned by the site's conversion, representing the equivalent of 200 full time jobs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In its new configuration, the Grandpuits complex will continue to work first and foremost with its partner com panies and will continue to use these competencies until the project’s completion.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Grandpuits complex's conversion will allow it to remain a major industrial facility rooted in the local community and play a role in TotalEnergies' strategy and ambition to get to net zero, together with society.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition to deploying current technologies that can further the energy transition, a worldwide innovation drive is needed to achieve the global objective of carbon neutrality.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This move towards new energies points to the Company's future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To accelerate this transformation in its R D, TotalEner gies forges partnerships with industrial firms and academic researchers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company also invests in digital and artifi cial intelligence (AI) expertise to develop internal solutions for accelerating its energy transition and that of its customers (see p. 33 Digital factory).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One Tech : bringing our multi energy technical skills together in one place  In September 2021, 3,400 engineers, scientists and technicians were brought together in a new segment to enhance the Company’s innovation capacity and ability to design and lead large integrated industrial projects by leveraging the teams’ operational excellence.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One Tech is home to all of headquarters’ technical skills, all energies combined.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"CCU1 : using CO2 to make aviation fuel  TotalEnergies is developing pilot units near its Leuna refinery in Germany to make molecules that can be converted into sustainable aviation fuel using green hydrogen and captured CO2.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The CO2 will be captured in the refinery’s emissions, and the hydrogen will be produced by a 1 MWe high temperature electrolyzer (more efficient than a low temperature electrolyzer).
","{'scope3': 'maybe', 'vague': 'specific (relates to the production process but does not explicitly state whether Scope 3 emissions are involved or not)'}",maybe,specific (relates to the production process but does not explicitly state whether Scope 3 emissions are involved or not)
"The hydrogen reacts with the CO2 to produce methanol, a synthetic fuel.
","{'scope3': 'no', 'vague': 'neutral'}",no,neutral
"The Company anticipates an energy efficiency gain of around 30% across the pilot unit’s production chain.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"A capital allocation strategy aligned with the transformation strategy In 2021, TotalEnergies outlined its capital allocation strate gy for 2022 2025, a period during which it plans to make net investments of 13 to 16 billion a year.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company will devote half of its investments to maintaining and adapting its upstream and downstream oil operations and the other half to growth in production and energy sales: 20% for LNG, 25% for renewables and electricity and 5% for new molecules (bio fuels, biogas, hydrogen and e fuels).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2021, investments in renewables and electricity represented 25% of total invest ments, or more than 3 billion, versus less than 5% in 2015.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This amount is higher than investment in new oil and gas projects, which come to less than 20% of the total (including 500 million invested in exploration).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our investment criteria Each material investment project is evaluated in relation to the Paris Agreement's objectives and on the basis of the following criteria: Project cost is analyzed in a hydrocarbon price scenario compatible with the Paris Agreement (Brent at 50 per barrel according to the IEA SDS scenario and Henry Hub at 2.5 per Mbtu) and with a carbon price of 100 per ton in 2030 and beyond.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For new oil and gas projects (greenfield and acquisitions), the intensity of Scope 1 2 greenhouse gas emissions is compared, depending on their nature, to the intensity of the average greenhouse gas emissions of upstream production assets or that of various downstream units (LNG plants, refin eries).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"For additional investments in existing assets (brown field projects), the investment will have to lower the Scope 1 2 emissions intensity of the asset in question.
","{'scope3': ""yes, but it's not clear if the statement specifically refers to Scope 3 emissions reduction."", 'vague': 'ambiguous'}","yes, but it's not clear if the statement specifically refers to Scope 3 emissions reduction.",ambiguous
"The goal is for each new investment to contribute to lowering the average intensity of the Company's Scope 1 2 greenhouse gas emis sions in its category.
","{'scope3': 'yes, but not specifically mentioned', 'vague': 'generic'}","yes, but not specifically mentioned",generic
"In 2021, 12 material investments were evaluated on these criteria: oil and gas projects:.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Greenfield projects: Mero 4 (Brazil) and Block 10 (Oman).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Brownfield projects: Tommeliten Alpha (Norway) and Al Shaheen Phase 2 (Qatar).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Acquisitions: Atapu (Brazil), Sepia (Brazil), Ratawi (Iraq) and Waha (Libya).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"BioB arn (France) and Del Rio biogas (United States).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Bat k (Republic of the Congo) and Blue Mountain (Peru).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Several renewable electricity projects, which are compati ble by nature with these criteria, were approved, such as off shore wind projects Round 4 and ScotWind (United Kingdom), Yunlin (Taiwan), five onshore wind projects in France with a total gross capacity of nearly 200 MW, and several solar ener gy projects in France, Spain, Iraq and the US, with approximate ly 3 GW of gross capacity.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"For projects greenlighted in 2021: Profitability exceeds the internally defined threshold, in a sce nario compatible with the Paris Agreement’s objectives, with the exception of natural carbon sink projects, which are evalu ated on the basis of the actual cost of a ton of CO2.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Scope 1 2 greenhouse gas intensity is below the aver age intensity of their category for new oil and gas projects and reduced for brownfield projects, additional measures to con trol emissions will be needed since the emissions intensity of certain upstream projects increases over time as production declines.
","{'scope3': 'yes, upstream projects', 'vague': 'ambiguous'}","yes, upstream projects",ambiguous
"Upstream gives precedence to value creation and cash gener ation over volume and puts a priority on developing low cost (typically below 20 per barrel for operating and investment costs) or low breakeven and low emissions projects (typically 30 per barrel including tax and less than 20 kg b).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In accordance with the Company's new biodiversity ambition (see p. 60), all new investment projects must also meet the zero net deforestation criterion.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"Very active management over the last few years has made the Company's portfolio more resilient.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More than 35% of its future oil and gas production will come from low breakeven assets that were not in the portfolio at the end of 2014. he portfolio benefits from a low breakeven point in line with the strategic objective of less than 30 b (Company's organic breakeven point before dividend below 25 b in 2021), ensuring competitive resources.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In particular, in the upstream segment, TotalEnergies has the lowest production cost per barrel and the lowest carbon inten sity per barrel of oil equivalent (operated Scope 1 2) among its peers, at around 5 boe and 17 kg CO2 boe, respectively.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, the average life of the Company's proved and proba ble oil and gas reserves is 18 years and the discounted value of its upstream assets beyond 2040 represents less than 15% of their total value.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In June 2020, TotalEnergies also reviewed its upstream assets that can be qualified as stranded , mean ing with reserves beyond 20 years and high production costs, whose overall reserves may therefore not be produced by 2050.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The only projects concerned are the Fort Hills and Sur mont oil sands projects in Canada.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies has decided to take only proved reserves into account for impairment test ing on these two assets contrary to general practice which considers proved and probable reserves and to approve no new projects for increasing the capacity of these Canadian oil sand assets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company's strategy of focusing new oil investments on low carbon intensity projects also led it to exit from extra heavy crude oil assets in Venezuela's Orinoco Belt in 2021.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The characteristics of TotalEnergies' portfolio cushion the risk of having stranded assets in the future if a structural decline in demand for hydrocarbons occurs due to stricter global envi ronmental regulations and constraints and a resulting change in consumer preferences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, TotalEnergies assesses its portfolio's resilience, including for new material investments, on the basis of rele vant scenarios and sensitivity tests.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each material investment including in the exploration, acquisition and development of oil and gas resources, as well as in other energies and tech nologies is reviewed in relation to the objectives of the Paris Agreement, as described above.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In this way, each new invest ment enhances the resilience of the Company's portfolio.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Even if carbon pricing does not currently apply in all of the Company's host countries, TotalEnergies includes, as a base case, a minimum carbon price of 40 ton in its investment cri teria (or the current price in a given country, if higher), with the assumption of a linear increase to 100 per ton as from 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Assum ing a carbon price of 200 ton as from 2030 and an annual increase of 2% thereafter (i.e., a 100 ton increase from the base scenario), TotalEnergies estimates a negative impact of around 9% on the discounted present value of its assets (upstream and downstream).
","{'scope3': ""yes, this statement implies that the carbon price will impact the emissions from the company's upstream and downstream activities which fall under Scope 3"", 'vague': ""specific, the statement clearly mentions a carbon price and its impact on the company's assets and discounted present value.""}","yes, this statement implies that the carbon price will impact the emissions from the company's upstream and downstream activities which fall under Scope 3","specific, the statement clearly mentions a carbon price and its impact on the company's assets and discounted present value."
"In relation to the scenario used to review investments (Brent at 50 b), application of the IEA's NZE price scenario would lower the discounted present value of the Company's assets (upstream and downstream) by around 17%.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, to ensure robust accounting of its assets in the balance sheet, the Company uses an oil price trajectory that converges in 2040 with the price in the IEA's SDS scenar io ( 202250 b) and that converges after 2040 with the price retained for 2050 in the IEA's NZE scenario ( 202225 b) to cal culate impairment of its upstream assets.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The prices retained for gas stabilize between now and 2025 and until 2040 at low er levels than today and converge with the IEA's NZE scenario in 2050.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Taxonomy of our Activities or information purposes, and early compared to the implementation of the European regulation in the process of being approved1, the tables below present the proportion of the eligible activities and a preliminary assessment of the proportion of the aligned activities on the turnover and CapEx indicators, on the scope of the entities controlled by TotalEnergies, as well as a proportional view, proposed by the delegated regulation of July 6, 2021, including the contribution of joint ventures and associates in which TotalEnergies SE has significant influence, accounted for by the equity method.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"They take into account the draft delegated act on the activities related to natural gas.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"These data have been assessed on the basis of 2021 with a reminder of the estimate for 2020.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Given the size of the Company and the adopted development model using partnership to develop its strategy in the electricity and renewables sector, the proportional view is more relevant for TotalEnergies than the consolidated view.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This classifica tion, defined by the taxonomy, confirms the 2021 growth of the eligible and aligned CapEx of the Company, which represent about a quarter of the total investments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Activities related to renewable energies (wind, solar, bioener gy and hydropower), as well as the production of rechargeable and other batteries and accumulators.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Activities related to new energy infrastructure for low carbon mobility (charge points for electric vehicles, hydrogen filling stations).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Electricity generation from natural gas (combined cycle gas turbine power plants).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Certain petrochemical activities, notably biopolymer produc tion and mechanical or advanced recycling of plastics.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Other eligible activities include: Manufacture of biogas by anaerobic digestion of bio waste.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Activities related to carbon sinks (carbon capture and stor age, natural carbon sinks).
","{'scope3': '', 'vague': ''}",,
"Taxonomy Regulation (EU) 2020 852, based on Commission Delegated Regulation (EU)2021 2139 of June 4, 2021, Commission Delegated Regulation (EU) 2021 2178 of July 6, 2021 and the additional delegated regulation on natural gas related activities.
","{'scope3': 'no', 'vague': 'specific (relates to regulatory compliance, not directly to ESG)'}",no,"specific (relates to regulatory compliance, not directly to ESG)"
"Proportional view (controlled perimeter disclosed in the 2021 Universal Registration Document).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"According to the draft delegated act of December 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As per the draft delegated regulation (applicable from January 1, 2023).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Achieve zero routine flaring by 2030 and less than 0.1 Mm3 d by 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Invest in emissions reduction projects (400 projects identified, 450 million over 2018 2025 in Downstream).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Decarbonize our electricity purchases in Europe and the United States (Scope 2) by 2025.
","{'scope3': 'no', 'vague': 'specific (relates only to Scope 2)'}",no,specific (relates only to Scope 2)
"Maintain methane intensity of operated gas installations below 0.1%.
","{'scope3': 'maybe', 'vague': 'specific (relates to operational methane emissions, but does not explicitly mention supply chain emissions)'}",maybe,"specific (relates to operational methane emissions, but does not explicitly mention supply chain emissions)"
"Invest 100 million a year to develop natural carbon sink capacity of more than 5 Mt y by 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Rank among the top 5 producers of renewable electricity (wind and solar).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Cement our position among the top 3 in low carbon LNG.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Achieve the same customer recognition in electric mobility tomorrow as we have in fuel retailing today.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Set the standard for decarbonizing the gas value chains.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Develop production of biofuels emissions and low technical costs.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Set the standard for decarbonizing the oil value chains.
","{'scope3': 'potentially', 'vague': 'ambiguous'}",potentially,ambiguous
"Become a major player in the production of clean H2. Become a producer of e fuels.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Guide our customers towards lower carbon energies.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Promote a circular economy approach in the use of biomass and plastics.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Develop a carbon storage offer for our customers with capacity exceeding.
","{'scope3': 'ambiguous', 'vague': 'yes'}",ambiguous,yes
"Forge partnerships with our top 1000 suppliers to reduce emissions from our purchasing.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Indirect GHG emissions related to the use by customers of energy products sold.
","{'scope3': 'yes', 'vague': 'ambigious'}",yes,ambigious
"Overall capacity that includes storage for our facilities as well as the storage offer for our customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To get to net zero by 2050, together with society, TotalEnergies is transforming into a multi energy company and deploying specific action plans to reduce its emissions and achieve its short and medium term objectives.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The Company is taking action to: Reduce emissions from its operated industrial facilities (Scope 1 2) by over.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Reduce the indirect emissions related to its products (Scope 3), together with society i.e., its customers, its suppliers, its partners and public authorities by helping to transform its customers’ energy demand.
","{'scope3': 'yes', 'vague': 'ambigious'}",yes,ambigious
"Our objectives Our primary responsibility as an industrial operator is to reduce the emissions resulting from our operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In early 2019, TotalEnergies announced its aim to reduce emissions from its operated facilities to less than 40 Mt by 2025 and set itself the target of cutting Scope 1 2 net emis sions (including carbon sinks) for its operated activities by at least 40% in 2030 relative to 2015.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"These objectives for operated emissions include emissions related to the growth strategy in electricity deployed since 2015, which led to the development of a flexible power gener ation portfolio based on CCGT plants.
","{'scope3': 'yes', 'vague': 'specific (relates to CCGT plants, but the exact nature and extent of Scope 3 emissions are not explicitly stated)'}",yes,"specific (relates to CCGT plants, but the exact nature and extent of Scope 3 emissions are not explicitly stated)"
"These CCGT emissions, virtually nil in 2015, stood at 4 Mt in 2021 and could amount to more than 6.5 Mt in 2025.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our levers The main route to achieving these objectives is developing emissions reduction projects on our industrial sites, using the best technologies available: improving energy efficien cy, reducing flaring, reducing methane emissions, supplying renewable electricity and using CCS for residual emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"To reach our net emissions targets, nature based solutions (NBS1) will, by 2030, offset some of our emissions (5 to 10 Mt y).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"EU 27, United States, Japan, Canada, Australia, United Kingdom, South Korea, Argentina and South Africa.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Restricted scope Brazil, Colombia, Israel, United Arab Emirates, Peru, Thailand, Malaysia and Vietnam.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Tallying updated NDCs to gauge emissions reductions in 2030 and progress toward Net Zero published on March 2, 2022.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Adding in Norway, the United Kingdom and Switzerland, the reduction ambition is 39% between 2015 and 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our progress in 2021 Scope 1 2 emissions decreased from 41.5 Mt in 2020 to 37.0 Mt (excluding the impact of Covid) in 2021 thanks to 120 emissions reduction initiatives carried out across the Company and portfolio management aligned with our strate gy (divestment of the Lindsey refinery in the United Kingdom and the cessation of operations of Grandpuits in France).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These data include the commissioning of two combined cycle gas turbine plants.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"A reduction target for 2030 in step with the 2030 objectives of Net Zero 2050 countries  TotalEnergies set its target of a 40% reduction in net emissions (Scope 1 2) from its operated facilities between 2015 and 20302 with an eye to the European Union’s objectives for 2030 and the objectives of countries with a net zero by 2050 pledge as part of the Paris Agreement.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"To qualify the level of this ambition, the Company called on two independent third parties known for their expertise in energy and decarbonization to analyze the greenhouse gas emissions reduction objectives for 2030 of countries committed to net zero by 2050 as of COP26 in Glasgow: Carbone 4, a consultancy specialized in low carbon strategy in France and the Center on Global Energy Policy at Columbia University in the United States.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These objectives, taken from each country’s nationally determined contributions (NDCs)3, cover direct emissions on their territory, comparable to Scope 1 for businesses.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Carbone 4 makes a distinction between two scopes: Countries that explicitly mention their net zero by 2050 ambition in their NDC, having set a 2030 target consistent with that ambition.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All countries that have publically announced ther net zero by 2050 ambition, notably at COP26, including those that have not updated their NDC since then.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The more restricted perimeter includes the 35 most ambitious countries4, which have committed to reducing their net emissions5 by 39 to 40% between 2015 and 2030.
","{'scope3': 'no', 'vague': ""specific (relates to countries' commitments to reduce emissions, not the company's scope 3 emissions)""}",no,"specific (relates to countries' commitments to reduce emissions, not the company's scope 3 emissions)"
"The broader perimeter includes 43 countries6 committed to a 28 to 31% reduction over the same period.
","{'scope3': 'no', 'vague': 'ambigious'}",no,ambigious
"In its study7, Columbia University’s Center on Global Energy Policy puts the reduction commitment for all countries with a net zero by 2050 pledge at 27% between 2015 and 2030.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
