text,llm_responses,scope3,vague
"De Jong Manufacturing Inc. is an example of a supplier relationship that is supporting our sustainability journey.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"De Jong Manufacturing Inc. is a woman owned small business that supplies metal fabrications to us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In order to continue to be eligible for our Supplier Achieving Excellence program, they began calculating and estimating additional CO2e emissions like Scope 2 and some Scope 3 categories in 2023.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The company also completed our sustainability assessments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With the launch of the Leap Ambitions, we transitioned our focus from recycling waste to intentionally working to generate less waste relative to our operations.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Global teams are focusing on process management and partnering with logistics and supply management to achieve our 2030 Leap Ambition of reducing waste intensity by 15%.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"For 2023, we started to identify more opportunities throughout our facilities to reuse wood instead of shredding or discarding it.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Working with a wood recovery supplier, John Deere Augusta Works in Georgia was able to reuse nearly 600,000 pounds of wood.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our North American Parts Distribution Center (NA PDC) in Milan, Illinois, also deployed a similar Wood Waste Reduction Project with astounding results.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Nearly 1.4 million pounds of wood was diverted for reuse as opposed to shredding or sending it to the land ll.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"John Deere Beit Hashia Works Ltd. (JDBH), in Israel reduced nearly 40,000 pounds of wood waste by updating suppliers and implementing returnable packing metal racks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The wood reuse and reduction projects at Augusta, NA PDC, and JDBH are early examples of successful collaboration to implement sustainable solutions within our operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Water is a key input not only for our customers but also for our global manufacturing operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By using the World Resources Institute Aqueduct Water Risk Atlas tool, certain John Deere manufacturing sites were determined to be in water stressed areas, mainly in Mexico, India, and China.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By 2030, we aim to reduce freshwater consumption intensity by 10% at these water stressed manufacturing locations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We plan to achieve this goal by optimizing water reuse, developing more process ef ciencies, improving infrastructure maintenance, and increasing gray water use.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Water consumption was reduced by eliminating the use of water in the paint booth by transitioning to a dry booth.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The project involved replacing the water scrubber with a ltering mechanism that is dry in nature and collects paint dust and contaminants from the booth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Deployed electronic submetering to track the exact consumption of different water uses.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Installed sensors in bathroom and kitchen faucets to control water ow.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Switched to treated gray water use for toilet ushing in the administration building washrooms.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The facility added a second treatment plant to gain ef ciency in water recycling and reuse for industrial wastewater and sewage treatment.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This also allowed more gray water to be reused in the bathrooms on additional oors at the facility.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Non Water Stressed Sites Find Savings Too Work also is underway at other facilities to decrease water use, even if those operations are not water stressed sites.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, at John Deere Harvester Works in East Moline, Illinois, we implemented improvements to reduce over ow from 6.5 to 4 gallons per minute in the front end equipment paint booth.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These updates can save nearly 2,700 gallons per day in rinse water waste.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Attracting and retaining the best talent to solve some of the world’s biggest challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Embedding Diversity, Equity, and Inclusion (DEI) principles into all aspects of how we run.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Maintaining a safety focused mindset by improving total recordable incident rate 20% by 2026.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Uplifting smallholder and resource constrained farmers, home communities, and our workforce.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Continued to build our global talent pipeline through upskilling, apprenticeship programs, leadership accelerator programs, and development events.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Created a DEI Global Advisory Board to drive impact and accountability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Held an Employee Resource Group (ERG) Leadership summit.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Introduced innovative new employee safety programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Strengthened our support of global food systems with three of the largest grants in the John Deere Foundation’s history, totaling.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Supported STEM education for youth in our communities nearly four million hours of volunteering.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Collaborated on two documentaries supporting our customers and communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Total Recordable Incident Rate increased in 2023 compared to the 2021 baseline.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2023, we launched our multiyear people focused strategy a move that allows us to lead in the pursuit of excellence.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our strategy is comprised of four components: Inspire and engage our people Build our global talent pipeline Lead with data, insights, and technology Refresh our culture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our focus on Diversity, Equity, and Inclusion ows throughout each component, with the aim of elevating our people’s ability to pioneer new solutions and ultimately unlock value.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We know that it is our people who generate the energy, expertise, and focus that separates us from our competitors, and will deliver on our Leap Ambitions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At the heart of our Company’s success lies our unwavering commitment to our people.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In creating the multiyear people focused strategy, we have taken a decisive step towards delivering an unmatched employee experience.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As we continue to evolve and grow, we remain steadfast in our commitment to our people and to the pursuit of excellence in all that we do.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At every Deere location around the world, we focus our efforts and strategies on both nding the best talent and building a pipeline of candidates prepared to support our future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This approach is rmly linked to our mission for employees to choose their own path and build their own capabilities by gaining the necessary experience, skill building opportunities, career planning, and leadership development necessary to map out a successful future at Deere.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Whether an employee’s goal is to grow in their eld, within their current role, or as a team, we believe we offer the tools and solutions needed to fuel the individual’s learning journey while unlocking career opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And most importantly, these opportunities touch nearly every corner of our enterprise.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employee Resource Groups (ERGs) are an essential component of our people focused strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, to provide a meaningful way to connect and expand the impact of our ERGs, we held a two day ERG Leadership Summit at our global headquarters in Moline, Illinois.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The summit included representation from all 13 ERGs from across the globe.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The summit provided a collaborative environment to learn more about the growing importance of ERG roles and strategize on further opportunities to support our People Strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By working together, we believe we can attract, develop, engage, and retain top talent globally while continuing to champion policies, practices, and behaviors that amplify our innovations on behalf of people, communities, and the planet.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We know how important it is for prospective and current employees to experience a welcoming work environment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our commitment to Diversity, Equity Inclusion is built on our strong foundation of integrity and treating each other with fairness and respect.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This commitment is stated in our Code of Business Conduct.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As we prepare our people to meet tomorrow’s food, housing, infrastructure, and energy challenges, we will need everyone’s perspectives and ideas to drive progress and fuel creative problem solving.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By valuing both our differences and our shared humanity, we can succeed in delivering an unmatched employee experience.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Grounded in the connection between our Smart Industrial strategy and DEI, we founded a new DEI Global Advisory Board to provide strategic oversight and leadership driven progress on inclusion.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Other teams include: Regional councils to drive accountability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Partnership with local business units to support our culture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ERGs and professional organizations to support our strategy activations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By maximizing the full value of our ERGs, we will enable their unique ability to provide valuable insights to our people, business, and product strategies in the diverse global markets where we operate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"New Technology and Engineering Talent At Deere, we continually expand our recruiting efforts to cultivate new technology and engineering talent.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Completed a brand awareness campaign at AFROTECH , which reached over 20,000 subscribers to the AfroTechInnovators database.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Sponsored a booth and networking event at the 10th annual Lesbians Who Tech Allies global virtual pride summit, allowing us to reach over 10,000 technology professionals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Created an environment for prospective engineers to have personal opportunities to interact with multiple Deere team members at the Society of Hispanic Professional Engineers (SHPE) National Convention.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For instance, this year we mentored students as they worked together to solve the annual Xtreme Engineering Challenge.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To learn more about the Company’s recruitment and hiring practices, see the 2022 Sustainability Report and Careers at John Deere.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Apprenticeships We continue to reach into our home communities and identify future colleagues.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since 2019, we’ve participated in the U.S. Department of Labor’s high school Registered Apprentice program by providing work based learning opportunities for students after they have completed their junior year of high school.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By connecting with local high schools, we’ve had success in hiring 72% of program graduates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to invest in high potential, diverse talent early in their career journey.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By doing this we’re creating a clear path for exceptional talent to join and stay with John Deere.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Currently offered at 15 Deere locations, we’ve expanded the apprenticeship program to include ve occupations information technology (IT) software engineer, computer numerical control (CNC) machinist, welder, assembler technician, and customer service representative.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our IT apprenticeships recently expanded to additional high schools in Illinois.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program will provide a minimum of 2,000 hours of hands on experience and an industry accredited certi cation that may be accepted in place of a two or four year degree for an entry level position.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Two of our IT software engineer apprentices are students at Chicago High School for Agriculture Sciences, a magnet institution for students pursuing interests in agriculture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Strategic upskilling Strategic workforce planning is proactively aligning an organization’s workforce with strategic objectives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It involves forecasting future workforce needs, identifying high priority skill gaps, and developing targeted strategies to address them.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As we grow our global talent pipeline, the initial focus is on three areas for upskilling Electri cation, Data and Analytics, and Embedded Software.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In alignment with our Leap Ambition goals around developing a eet of battery electric powered machines, we have launched the rst pilot to upskill our engineers in the critical eld of electri cation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By expanding their abilities and documenting their expertise, we are investing in our existing talent to help build our talent pipeline.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This pilot focuses on closing skill and position gaps in electri cation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The rst wave includes ten engineers from various disciplines who will give feedback on the quality and applicability of the program while enhancing their skills.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The next phase of the pilot in 2024 will include identifying additional engineers seeking to enter the electri cation eld and scale the program to close our future gaps.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, in our learning experience platform, Compass, pilots for Data and Analytics and Embedded Software were initiated.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To learn more about Compass, see the 2022 Sustainability Report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Apprenticeships in Brazil While companies in Brazil are required by government regulation to provide apprenticeship opportunities, our program has ourished with apprenticeship training that highlights career development, community engagement, and diversifying our workforce.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, several former apprentices now are factory managers, the top position at our global manufacturing facilities in Horizontina and Catal o.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our program has high relevance for our community and our company because of these examples.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since an apprenticeship is considered the rst employment contract a worker will have, Frank said John Deere works very hard at introducing opportunities to the community and then transitioning apprentices into the company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Frank added that for every apprentice job opening, there are two to three times the number of applicants, underlining the community’s desire for employment at Deere.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"There are several examples of our programs ourishing and helping to build a diverse and inclusive workforce at Horizontina.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, our manufacturing and assembly class increased female participation to 75%, our highest female participation compared to recent years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2023 we also hired ve apprentices from our program that focuses on providing employment opportunities for people with intellectual disabilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the last three scal years, Brazil has welcomed, and trained approximately 600 apprentices from local communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Chicago High School for Agricultural Sciences We continue to support prospective and emerging talent from the Chicago High School for Agriculture Sciences (CHSAS) to build a pipeline focused on STEM and agriculture career paths in our home communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year we: Expanded support through job shadow events, speaking engagements, and mentoring programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Hired two students as IT software engineer apprentices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Awarded a total of 30,000 USD to graduating seniors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Awarded a total of 40,000 USD to rising college sophomores who graduated from CHSAS.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To see more on our support of CHSAS, see the 2022 Sustainability Report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Early Leadership Acceleration Program In Latin America, we have focused on continuing to develop early talent via our Early Leadership Acceleration Program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This program includes self assessments, behavior case presentations, leaders teaching leaders, and a hackathon with challenge solution methodology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program has been successful due to the diversity of the participants networking together in pitches, future driven leadership in self directed studies, and discussions for developing leadership skills.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"There have been early indicators of success for the 2023 program as well, with 30% of recent graduates having received promotions or taken lateral positions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Development Days Tour Based on employee feedback, our German team created and launched a development tour at six of their business locations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"They conducted two day onsite development events in each location to enhance employee growth opportunities and transformation to a future oriented learning culture while also strengthening relationships and networking.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Nearly 1,300 employees participated in roughly 1,500 hours of development time across 163 sessions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our employees were able to learn about new tools, receive individual career counseling, network with industry peers, and attend leadership training and classes on change and design thinking.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Apprenticeships John Deere’s German apprenticeship program is about 100 years old and began due to an identi ed shortage of skilled labor and worker quali cations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In Mannheim, more than 40 apprentices complete training annually in our 24,000 square foot facility.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program teaches a wide range of skills, including milling, CNC technology, electronics, mechatronics, and multiple production systems.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a company, we started this at a time when apprentices were only getting unskilled training.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We understood that to better connect our workforce to the community we had to provide a more meaningful training opportunity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For the Wirtgen Group, similar training exists through its vocational program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Wirtgen and the other German brands of the company have employed 340 trainees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With a mission of training tomorrow’s workforce, Wirtgen offers its apprentices permanent employment at one of its 45 subsidiaries around the globe, including facilities in Brazil, China, and India.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A highlight of the program involves the second year of training in which enrollees of the German production locations gather once a year at the AZUBI (German for trainee ) Tech Days to take part in their own roadbuilding project.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"About 80 trainees from all ve Wirtgen brands participated in the three day event in 2023.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Development Road map India’s Diversity Development Road map program is focused on helping women prepare for leadership opportunities within our company.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Since it began in 2017, nearly 700 women at Deere have taken part in the program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The road map includes training for all levels of leadership, categorized by: Women leaders poised for the next big leap: providing connections to academic immersion with leading business schools and action learning projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Emerging leaders at mid career: recognizing the objective of overcoming barriers for continued development.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Entry level trainees: Taking Flight an innovative program helps outline potential challenges for working women in India and how to address them.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This layered and focused approach towards development of female talent has helped retain and increase diverse representation across all levels in the country.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This past season’s challenge was themed Superpowered, which provided students the opportunity to explore where energy comes from and aligns with our work in sustainability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The number of youths reached, the dollars invested, and the number of volunteer hours achieved don’t do justice to the true impact of John Deere Inspire.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Last year alone, the Foundation’s investments meant nearly four million hours of top tier STEM education for youth in our local communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2023, the Foundation served more than 113,000 youth across 35 company locations in eight countries through John Deere Inspire.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Through this Science Technology Engineering and Mathematics (STEM) initiative, we have built and expanded a stack of offerings, including FIRST, Project Lead The Way, and MIND Research’s ST Math, to provide all youth in our communities with the skills and experiences needed for the careers of the future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since the launch of John Deere Inspire more than 10 years ago, the Foundation has invested nearly 14 million in its key programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To advance the development of youth in our communities, hundreds of our employees serve as mentors, coaches, and volunteers to provide youth with the expertise, guidance, and a sense of belonging that are vital for them to explore and pursue education and careers in STEM. In 2023, company employees recorded nearly 70,000 hours of volunteerism through John Deere Inspire and other educational programs.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And the Foundation’s commitment to FIRST continues to grow with our new support for the FIRST LEGO League Challenge quali ers in Germany and France.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"FIRST LEGO League is one of three FIRST programs the John Deere Foundation sponsors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Challenge division is designed for youth ages 9 16 globally and 9 14 in North America.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For the 2022 23 season, we were a global program sponsor for FIRST LEGO League Challenge, supporting 280,000 youth in over 100 countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our involvement makes us one of the top three team sponsors for FIRST LEGO League Challenge and second for total FIRST teams supported.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"John Deere’s commitment to development extends far beyond the talent in our ranks and also includes youth within our home communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Why We know the power of education to expand opportunities, generate wealth, and af rm human dignity, and we believe everyone deserves a high quality education.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s why in 2021 the John Deere Foundation made a public commitment to ensure equitable access to education to at least one million marginalized youth in our home communities by 2030.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At John Deere, we take great pride in our work because we know the solutions we create and the products we manufacture genuinely enhance the lives of those who rely on us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We strive to enhance the lives of our customers every day.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"But we are also driven to make a meaningful difference in the lives of our neighbors near and far.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a company, we take on the world’s toughest challenges with compassion, innovation, and an unwavering commitment to improving the world we live in.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2023, our employees volunteered a record 261,214 hours to support nearly 5,000 nonpro t organizations around the world.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For their volunteerism and personal giving, John Deere employees also earned nearly 9 million in rewards from the John Deere Foundation, another record.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, we work to amplify the voices of our customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2023, we collaborated with Al Roker Entertainment to create a documentary titled Gaining Ground: The Fight for Black Land as part of our LEAP (legislation, education, advocacy, and production systems) Coalition.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In collaboration with the National Black Growers Council and the Thurgood Marshall College Fund, our LEAP Coalition was established in 2020 to help eliminate barriers created by heirs’ property and provide resources to advance the lives and livelihoods of Black farmers.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"In November 2022, the Center for Heirs’ Property Preservation (CHPP) joined LEAP as its newest member.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Leap Coalition, along with the CHPP have seen great success this year with 27 titles cleared and 354 wills drafted.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The documentary, Gaining Ground , spread awareness on the injustice in Black farming in America and the devastating impact of heirs’ property property passed to family members by inheritance, usually without a will or proper estate planning.
","{'scope3': 'no', 'vague': 'not ESG related'}",no,not ESG related
"Private screening at the Smithsonian’s National Museum of African American History Culture in Washington, D.C.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For additional awards, recognition, and information, please visit the lm’s website.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"If there weren’t volunteer re ghters or volunteer EMS, you could be waiting 30 or 40 minutes before an ambulance or re truck could get to you.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through our other documentary of the year Odd Hours, No Pay, Cool Hat John Deere and the National Volunteer Fire Council (NVFC) shine a spotlight on the critical role volunteer re ghters and emergency responders play while also calling upon others to replenish their shrinking ranks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Inspired by an original story by Peter Yoakum, Odd Hours reveals that nearly 700,000 Americans, or two thirds of the nation’s re ghters, volunteer to provide most of the country with re and emergency services.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"From Monsey, New York, to Exeter, Nebraska, to Graton, California, volunteer re ghters from all walks of life leave their homes, workplaces, and places of worship to help others when they need help the most.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"John Deere, the company’s founder, was himself a volunteer re ghter and community servant.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"His legacy lives on through the hundreds of Deere employees, dealer personnel, and customers who provide their communities with this vital service.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More than 240 film screenings across 28 U.S. states, as well as Canada and New Zealand.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"Scheduled to air on public television stations in 2024.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"NVFC saw a 40% increase in applications through Make.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For farmers to have an opportunity to leap forward economically, socially, and environmentally, they must rst have their feet planted rmly in rich, healthy soil.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Farmers' land is their most important asset in every respect.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Soil can provide them with the nutrients, water, organic material, microbes, chemistry, and other resources critical to the successful growth of their crops.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Healthy soil produces healthy crops, which feed healthy people, who create livelihoods, enrich food systems, and protect ecosystems.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Because of the fundamental importance of soil health, particularly in sustaining and uplifting millions of the world’s most vulnerable smallholder farmers, the John Deere Foundation supports the work of One Acre Fund and The Nature Conservancy .
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"Through soil health, agroforestry, and conservation efforts, these organizations work to ensure the land will provide for farmers and all of us today and into the future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One Acre Fund’s farmer rst model is as simple as it is brilliant One Acre Fund provides farmers with everything they need to grow more food and earn more money.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To its impressive array of programs, One Acre Fund has added a variety of resources intended to support farmers in maintaining and improving the productivity of their soil.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"SOIL STEWARDSHIP: In 2023, One Acre Fund expanded its promotion of soil health improving practices, such as intercropping, crop diversi cation, composting, mulching, and lime application, as well as detailed agronomic guidance on input choice, planting timing, and farming techniques.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In Tanzania, One Acre Fund promoted the expansion of soil testing, reaching 2,000 farm households.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While One Acre Fund’s reach has grown, its success continues to be measured one farm family at a time.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I have experienced a better life since I started working with One Acre Fund, Consolee Dusabimana, an agroforestry farmer in Rwanda, said.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Trees are important to the community, to the country, and to everyone.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Personally, the trees are very important because when I produce them, I earn money that helps me to pay the health insurance for my family and also buy the fertilizers that I get from One Acre Fund, buy school materials for the children, and so forth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"AGROFORESTRY: In 2022, One Acre Fund supported more than 2.8 million farmers in planting 62 million trees covering 45 species.2 The bene ts of agroforestry to farmers include carbon sequestration, slowing deforestation, soil protection, biodiversity, and providing a valuable long term crop (wood) asset that can be used or sold in time of need.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"One Acre Fund has a goal of planting one billion trees cumulatively by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Because of the impact of One Acre Fund’s work on the lives of farmers like Dusabimana, the John Deere Foundation awarded the organization a ve year grant totaling 7.5 million to support its operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This is the largest grant in the Foundation’s history.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through this grant, the Foundation will help 750,000 farmers unlock upwards of 64.8 million in economic value.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since its founding in 1948, the Foundation has awarded over 400 million, with more than 100 million granted in the last ve years alone.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The health of a farm depends not only on its soil but also on the health of the larger geography that surrounds it.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Nature Conservancy refers to these geographies as foodscapes, which are the geographical components of the global food system, combining both production systems as well as location.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
